Date,High,Low,Open,Close,Volume,Adj Close
2019-01-22,26.030000686645508,23.600000381469727,23.65999984741211,25.020000457763672,0,25.020000457763672
2019-01-23,26.600000381469727,24.079999923706055,25.020000457763672,24.5,0,24.5
2019-01-24,24.760000228881836,22.989999771118164,24.350000381469727,23.489999771118164,0,23.489999771118164
2019-01-25,23.489999771118164,21.700000762939453,23.489999771118164,21.780000686645508,0,21.780000686645508
2019-01-28,24.68000030517578,21.780000686645508,21.780000686645508,23.43000030517578,0,23.43000030517578
2019-01-29,24.3799991607666,23.34000015258789,23.43000030517578,23.860000610351562,0,23.860000610351562
2019-01-30,23.850000381469727,20.649999618530273,23.850000381469727,21.18000030517578,0,21.18000030517578
2019-01-31,21.209999084472656,19.6200008392334,21.079999923706055,20.239999771118164,0,20.239999771118164
2019-02-01,20.690000534057617,19.530000686645508,20.239999771118164,19.799999237060547,0,19.799999237060547
2019-02-04,20.600000381469727,19.34000015258789,19.799999237060547,19.68000030517578,0,19.68000030517578
2019-02-05,19.799999237060547,19.040000915527344,19.40999984741211,19.469999313354492,0,19.469999313354492
2019-02-06,20.229999542236328,19.260000228881836,19.469999313354492,19.739999771118164,0,19.739999771118164
2019-02-07,21.959999084472656,19.75,19.75,20.920000076293945,0,20.920000076293945
2019-02-08,22.190000534057617,19.790000915527344,20.920000076293945,20.040000915527344,0,20.040000915527344
2019-02-11,20.799999237060547,19.920000076293945,20.040000915527344,20.06999969482422,0,20.06999969482422
2019-02-12,20.059999465942383,18.559999465942383,20.059999465942383,18.690000534057617,0,18.690000534057617
2019-02-13,19.31999969482422,18.479999542236328,18.690000534057617,19.0,0,19.0
2019-02-14,20.65999984741211,18.68000030517578,19.0,19.020000457763672,0,19.020000457763672
2019-02-15,19.049999237060547,17.68000030517578,19.049999237060547,17.700000762939453,0,17.700000762939453
2019-02-19,19.06999969482422,17.690000534057617,17.690000534057617,18.100000381469727,0,18.100000381469727
2019-02-20,18.739999771118164,17.600000381469727,18.100000381469727,18.020000457763672,0,18.020000457763672
2019-02-21,19.170000076293945,17.850000381469727,18.010000228881836,18.190000534057617,0,18.190000534057617
2019-02-22,18.010000228881836,16.8700008392334,17.889999389648438,16.950000762939453,0,16.950000762939453
2019-02-25,17.8799991607666,16.670000076293945,16.809999465942383,17.809999465942383,0,17.809999465942383
2019-02-26,18.389999389648438,17.6200008392334,17.809999465942383,18.110000610351562,0,18.110000610351562
2019-02-27,19.31999969482422,17.56999969482422,18.149999618530273,17.600000381469727,0,17.600000381469727
2019-02-28,18.270000457763672,17.149999618530273,17.59000015258789,17.170000076293945,0,17.170000076293945
2019-03-01,17.25,16.049999237060547,16.780000686645508,16.1200008392334,0,16.1200008392334
2019-03-04,19.299999237060547,16.1200008392334,16.1200008392334,17.360000610351562,0,17.360000610351562
2019-03-05,18.09000015258789,16.850000381469727,17.3799991607666,17.059999465942383,0,17.059999465942383
2019-03-06,18.540000915527344,17.059999465942383,17.059999465942383,18.229999542236328,0,18.229999542236328
2019-03-07,20.18000030517578,18.239999771118164,18.239999771118164,19.59000015258789,0,19.59000015258789
2019-03-08,21.200000762939453,19.1200008392334,19.6200008392334,19.1200008392334,0,19.1200008392334
2019-03-11,19.149999618530273,16.34000015258789,19.149999618530273,16.360000610351562,0,16.360000610351562
2019-03-12,16.6200008392334,15.619999885559082,16.360000610351562,15.760000228881836,0,15.760000228881836
2019-03-13,15.779999732971191,15.300000190734863,15.600000381469727,15.380000114440918,0,15.380000114440918
2019-03-14,15.800000190734863,15.270000457763672,15.380000114440918,15.649999618530273,0,15.649999618530273
2019-03-15,15.649999618530273,14.550000190734863,15.649999618530273,15.119999885559082,0,15.119999885559082
2019-03-18,16.81999969482422,15.149999618530273,15.149999618530273,16.18000030517578,0,16.18000030517578
2019-03-19,17.06999969482422,15.9399995803833,16.170000076293945,16.729999542236328,0,16.729999542236328
2019-03-20,17.299999237060547,16.139999389648438,16.729999542236328,16.639999389648438,0,16.639999389648438
2019-03-21,17.190000534057617,16.280000686645508,17.059999465942383,16.59000015258789,0,16.59000015258789
2019-03-22,20.420000076293945,16.59000015258789,16.59000015258789,19.829999923706055,0,19.829999923706055
2019-03-25,21.6299991607666,19.440000534057617,19.84000015258789,19.440000534057617,0,19.440000534057617
2019-03-26,19.43000030517578,18.229999542236328,19.43000030517578,18.6299991607666,0,18.6299991607666
2019-03-27,20.09000015258789,18.3799991607666,18.6299991607666,18.739999771118164,0,18.739999771118164
2019-03-28,19.100000381469727,17.959999084472656,18.760000228881836,17.989999771118164,0,17.989999771118164
2019-03-29,18.0,16.579999923706055,18.0,16.6200008392334,0,16.6200008392334
2019-04-01,17.139999389648438,16.239999771118164,16.5,16.309999465942383,0,16.309999465942383
2019-04-02,16.559999465942383,16.09000015258789,16.309999465942383,16.329999923706055,0,16.329999923706055
2019-04-03,17.06999969482422,16.170000076293945,16.309999465942383,16.6200008392334,0,16.6200008392334
2019-04-04,17.43000030517578,16.540000915527344,16.600000381469727,16.790000915527344,0,16.790000915527344
2019-04-05,16.68000030517578,16.170000076293945,16.59000015258789,16.170000076293945,0,16.170000076293945
