Date,High,Low,Open,Close,Volume,Adj Close
2019-01-22,21.149999618530273,18.200000762939453,18.530000686645508,20.799999237060547,0,20.799999237060547
2019-01-23,22.020000457763672,19.469999313354492,20.850000381469727,19.520000457763672,0,19.520000457763672
2019-01-24,20.25,18.6299991607666,19.690000534057617,18.889999389648438,0,18.889999389648438
2019-01-25,18.459999084472656,17.309999465942383,18.43000030517578,17.420000076293945,0,17.420000076293945
2019-01-28,20.420000076293945,18.420000076293945,18.559999465942383,18.8700008392334,0,18.8700008392334
2019-01-29,19.93000030517578,18.420000076293945,19.450000762939453,19.1299991607666,0,19.1299991607666
2019-01-30,19.309999465942383,17.540000915527344,19.149999618530273,17.65999984741211,0,17.65999984741211
2019-01-31,17.719999313354492,16.540000915527344,17.389999389648438,16.56999969482422,0,16.56999969482422
2019-02-01,16.829999923706055,16.079999923706055,16.6299991607666,16.139999389648438,0,16.139999389648438
2019-02-04,16.729999542236328,15.600000381469727,16.719999313354492,15.729999542236328,0,15.729999542236328
2019-02-05,15.9399995803833,15.039999961853027,15.789999961853027,15.569999694824219,0,15.569999694824219
2019-02-06,15.869999885559082,15.09000015258789,15.4399995803833,15.380000114440918,0,15.380000114440918
2019-02-07,17.889999389648438,15.510000228881836,15.65999984741211,16.3700008392334,0,16.3700008392334
2019-02-08,17.6299991607666,15.619999885559082,16.809999465942383,15.720000267028809,0,15.720000267028809
2019-02-11,16.5,15.34000015258789,16.170000076293945,15.970000267028809,0,15.970000267028809
2019-02-12,15.649999618530273,14.949999809265137,15.229999542236328,15.430000305175781,0,15.430000305175781
2019-02-13,15.90999984741211,15.0,15.460000038146973,15.649999618530273,0,15.649999618530273
2019-02-14,17.270000457763672,15.300000190734863,15.609999656677246,16.219999313354492,0,16.219999313354492
2019-02-15,16.81999969482422,14.789999961853027,16.81999969482422,14.90999984741211,0,14.90999984741211
2019-02-19,16.15999984741211,14.640000343322754,15.649999618530273,14.880000114440918,0,14.880000114440918
2019-02-20,15.1899995803833,13.989999771118164,14.920000076293945,14.020000457763672,0,14.020000457763672
2019-02-21,15.170000076293945,13.850000381469727,14.0,14.460000038146973,0,14.460000038146973
2019-02-22,14.470000267028809,13.510000228881836,14.460000038146973,13.510000228881836,0,13.510000228881836
2019-02-25,14.899999618530273,13.4399995803833,13.90999984741211,14.850000381469727,0,14.850000381469727
2019-02-26,15.279999732971191,14.520000457763672,15.15999984741211,15.170000076293945,0,15.170000076293945
2019-02-27,16.170000076293945,14.699999809265137,15.529999732971191,14.699999809265137,0,14.699999809265137
2019-02-28,15.239999771118164,14.390000343322754,15.170000076293945,14.779999732971191,0,14.779999732971191
2019-03-01,14.84000015258789,13.40999984741211,14.569999694824219,13.569999694824219,0,13.569999694824219
2019-03-04,16.979999542236328,13.380000114440918,13.770000457763672,14.630000114440918,0,14.630000114440918
2019-03-05,15.390000343322754,14.260000228881836,14.520000457763672,14.739999771118164,0,14.739999771118164
2019-03-06,16.110000610351562,14.739999771118164,14.90999984741211,15.739999771118164,0,15.739999771118164
2019-03-07,17.809999465942383,15.539999961853027,16.329999923706055,16.59000015258789,0,16.59000015258789
2019-03-08,18.329999923706055,16.020000457763672,17.3799991607666,16.049999237060547,0,16.049999237060547
2019-03-11,16.43000030517578,14.329999923706055,16.280000686645508,14.329999923706055,0,14.329999923706055
2019-03-12,14.699999809265137,13.609999656677246,13.970000267028809,13.770000457763672,0,13.770000457763672
2019-03-13,14.050000190734863,13.25,14.0,13.40999984741211,0,13.40999984741211
2019-03-14,13.84000015258789,13.15999984741211,13.350000381469727,13.5,0,13.5
2019-03-15,13.279999732971191,12.5,13.210000038146973,12.880000114440918,0,12.880000114440918
2019-03-18,13.800000190734863,13.0,13.130000114440918,13.100000381469727,0,13.100000381469727
2019-03-19,13.770000457763672,12.369999885559082,12.890000343322754,13.5600004196167,0,13.5600004196167
2019-03-20,14.300000190734863,13.050000190734863,13.539999961853027,13.90999984741211,0,13.90999984741211
2019-03-21,14.5600004196167,13.260000228881836,14.109999656677246,13.630000114440918,0,13.630000114440918
2019-03-22,17.520000457763672,13.619999885559082,13.770000457763672,16.479999542236328,0,16.479999542236328
2019-03-25,17.850000381469727,16.260000228881836,17.760000228881836,16.329999923706055,0,16.329999923706055
